date,regime,sym,pick_order,score_rank,weight,fwd
2023-03-31,BEAR,TITAGARH.NS,2,2,0.5,0.30668894184379036
2023-05-05,SIDEWAYS,FACT.NS,1,1,0.3333333333333333,-0.03665360463480449
2023-05-05,SIDEWAYS,NCC.NS,2,2,0.3333333333333333,-0.00280092815627153
2023-05-05,SIDEWAYS,TITAGARH.NS,3,4,0.3333333333333333,0.09191390437816516
2023-06-05,BULL,JINDALSAW.NS,1,1,0.04505623613513221,0.1770629638298531
2023-06-05,BULL,ZENTEC.NS,2,2,0.052746036684517876,-0.016044179142206905
2023-06-05,BULL,ITC.NS,3,3,0.15931527285990618,0.0761800167178206
2023-06-05,BULL,ZENSARTECH.NS,4,4,0.0550352437592681,-0.054051143860867845
2023-06-05,BULL,CHOLAFIN.NS,5,6,0.088286819871736,0.12951479775912556
2023-06-05,BULL,AUROPHARMA.NS,6,7,0.09412916872236456,0.10833536666229593
2023-06-05,BULL,ZYDUSLIFE.NS,7,8,0.16123954342808267,0.14483393650588194
2023-06-05,BULL,CGPOWER.NS,8,13,0.09982860276179698,0.005078191263368616
2023-06-05,BULL,BAJAJ-AUTO.NS,9,14,0.14483133637530538,0.06797778308867253
2023-06-05,BULL,ABB.NS,10,16,0.09953173940189014,0.08666843525529133
2023-07-05,BULL,JBMA.NS,1,1,0.052783056142303636,-0.10077702937844457
2023-07-05,BULL,ITC.NS,2,2,0.1817785241661695,-0.04209677525570743
2023-07-05,BULL,OLECTRA.NS,3,3,0.08503803900987732,0.14084997428584045
2023-07-05,BULL,ZENTEC.NS,4,4,0.06782862699646082,0.45514617590678874
2023-07-05,BULL,TITAGARH.NS,5,5,0.06143030449369691,0.25963009741403376
2023-07-05,BULL,ABB.NS,6,6,0.11538119244306362,-0.006019866012016982
2023-07-05,BULL,CHENNPETRO.NS,7,7,0.065899339370362,-0.034186189809664924
2023-07-05,BULL,CHOLAFIN.NS,8,8,0.10368258614490854,-0.09921880638287761
2023-07-05,BULL,BAJAJ-AUTO.NS,9,9,0.1661113863122516,-0.015036731315473338
2023-07-05,BULL,AUROPHARMA.NS,10,10,0.10006694492090604,0.14664681069968366
2023-08-03,BULL,TITAGARH.NS,1,1,0.07708420714412745,0.28981198664075203
2023-08-03,BULL,GLENMARK.NS,2,2,0.11675689770969358,-0.04069221980460769
2023-08-03,BULL,AUROPHARMA.NS,3,3,0.1154488989524098,-0.026692142724132006
2023-08-03,BULL,ZENTEC.NS,4,4,0.05988417085216656,0.35430841370145116
2023-08-03,BULL,ACE.NS,5,5,0.08285320520026793,-0.007830970605315344
2023-08-03,BULL,JINDALSAW.NS,6,7,0.054976317651258835,0.12834025673369753
2023-08-03,BULL,RECLTD.NS,7,9,0.1104587390368735,0.23529553709478224
2023-08-03,BULL,OLECTRA.NS,8,11,0.06150064775599471,0.09537522351328387
2023-08-03,BULL,TRENT.NS,9,13,0.183012701900007,0.20182833407861756
2023-08-03,BULL,ABB.NS,10,14,0.1380242137972007,-0.015304247219985133
2023-09-04,BULL,TITAGARH.NS,1,1,0.06908717059286826,-0.06538628811008607
2023-09-04,BULL,JWL.NS,2,2,0.0661181207479459,-0.1989447179503505
2023-09-04,BULL,HSCL.NS,3,3,0.08603784346565108,-0.02216208410041909
2023-09-04,BULL,RKFORGE.NS,4,4,0.08695760665659948,-0.1222424394550744
2023-09-04,BULL,BSE.NS,5,5,0.08300549997422933,0.11401083256665068
2023-09-04,BULL,RECLTD.NS,6,7,0.10547008033625366,0.14455138109132615
2023-09-04,BULL,ADANIPOWER.NS,7,8,0.08495430273089634,0.06851938262513912
2023-09-04,BULL,AUROPHARMA.NS,8,11,0.14139765198574034,0.06833927732806666
2023-09-04,BULL,LUPIN.NS,9,12,0.1585836698053889,0.04520238192265946
2023-09-04,BULL,ADANIENT.NS,10,15,0.11838805370442675,-0.003720348308688613
2023-10-05,SIDEWAYS,SUZLON.NS,1,1,0.3333333333333333,0.21664409365896442
2023-10-05,SIDEWAYS,BSE.NS,2,2,0.3333333333333333,0.40306002429551513
2023-10-05,SIDEWAYS,JWL.NS,3,3,0.3333333333333333,-0.007424332723228731
2023-11-06,SIDEWAYS,SUZLON.NS,1,1,0.3333333333333333,0.08423083194248093
2023-11-06,SIDEWAYS,BSE.NS,2,2,0.3333333333333333,0.3204741076900828
2023-11-06,SIDEWAYS,BSOFT.NS,3,3,0.3333333333333333,0.10247882337344971
2023-12-07,BULL,BSE.NS,1,1,0.07338607961900251,-0.07870143633147264
2023-12-07,BULL,SUZLON.NS,2,2,0.08580702997424297,0.08890907314772489
2023-12-07,BULL,HBLENGINE.NS,3,3,0.0787740666820239,0.12845135975835986
2023-12-07,BULL,RECLTD.NS,4,4,0.09336046825284133,0.10025534790699342
2023-12-07,BULL,BSOFT.NS,5,5,0.14801751820113426,0.08184817191966243
2023-12-07,BULL,TITAGARH.NS,6,6,0.07916828393327903,0.022396451425247266
2023-12-07,BULL,TRENT.NS,7,8,0.15260338431880996,0.06806547775119065
2023-12-07,BULL,MCX.NS,8,9,0.09288987840730574,-0.047307573199241615
2023-12-07,BULL,PRESTIGE.NS,9,11,0.0985110389529198,0.17829663076589686
2023-12-07,BULL,BHEL.NS,10,13,0.09748225165844054,0.0626480592190457
2024-01-08,BULL,BSE.NS,1,1,0.0709390358992387,0.10201747410500284
2024-01-08,BULL,RECLTD.NS,2,2,0.0959317016860274,0.17020379097997473
2024-01-08,BULL,BSOFT.NS,3,3,0.14220017200504126,0.17764256485847696
2024-01-08,BULL,HBLENGINE.NS,4,4,0.07569531149098384,0.3253522545905847
2024-01-08,BULL,SUZLON.NS,5,6,0.0829402178608287,0.1564507099008592
2024-01-08,BULL,NMDC.NS,6,7,0.11269085273848617,0.1336879350385196
2024-01-08,BULL,TRENT.NS,7,8,0.15001833858542404,0.25991059025244634
2024-01-08,BULL,PRESTIGE.NS,8,10,0.08052813120857603,-0.08986919383704284
2024-01-08,BULL,BHEL.NS,9,11,0.09434446950492785,0.18068004096670132
2024-01-08,BULL,MCX.NS,10,12,0.09471176902046603,0.22563929707706798
2024-02-08,BULL,JPPOWER.NS,1,1,0.07533248268065429,-0.19626047208100506
2024-02-08,BULL,SWANCORP.NS,2,2,0.10467970630052191,0.015313324936948371
2024-02-08,BULL,HBLENGINE.NS,3,3,0.09228787712033862,-0.21347349972399
2024-02-08,BULL,SUZLON.NS,4,4,0.10016143550009268,-0.21780543141792486
2024-02-08,BULL,NBCC.NS,5,9,0.06284814184788974,-0.19368284526172586
2024-02-08,BULL,BSE.NS,6,10,0.07704500279932239,-0.12448433976410156
2024-02-08,BULL,NMDC.NS,7,11,0.12506731144679295,-0.04213436773502599
2024-02-08,BULL,COALINDIA.NS,8,12,0.1336336307892575,-0.0021553642251239662
2024-02-08,BULL,MCX.NS,9,14,0.09866112570993749,-0.0915443404964853
2024-02-08,BULL,PNB.NS,10,15,0.1302832858051925,0.035007105743615874
2024-03-11,BULL,TATAINVEST.NS,1,1,0.05215510447279467,-0.18748932309779898
2024-03-11,BULL,BAJAJ-AUTO.NS,2,2,0.114629528231468,0.044821946215050756
2024-03-11,BULL,TMPV.NS,3,3,0.12717064637727526,-0.011241254207881244
2024-03-11,BULL,COALINDIA.NS,4,4,0.0914366838208788,0.0017453796431450303
2024-03-11,BULL,SWANCORP.NS,5,5,0.06991426317474363,-0.18689217610560038
2024-03-11,BULL,PNB.NS,6,6,0.09188046386401666,0.04415992324773832
2024-03-11,BULL,DLF.NS,7,7,0.10494313699154692,-0.0049081336340942566
2024-03-11,BULL,ADANIPORTS.NS,8,8,0.11989893644793843,0.010999701761731375
2024-03-11,BULL,CANBK.NS,9,10,0.10400627999855878,0.031432893714394616
2024-03-11,BULL,ZYDUSLIFE.NS,10,12,0.12396495662077889,-0.03448026895914069
2024-04-12,BULL,BAJAJ-AUTO.NS,1,1,0.12017111754097141,-0.019838007959246395
2024-04-12,BULL,CUMMINSIND.NS,2,2,0.10643847376364263,0.20158141924212525
2024-04-12,BULL,TORNTPOWER.NS,3,3,0.07296352608925556,-0.13811625274132544
2024-04-12,BULL,TMPV.NS,4,4,0.12368054877167664,-0.07190676902192128
2024-04-12,BULL,ZYDUSLIFE.NS,5,5,0.13157621239926012,0.03427292348690747
2024-04-12,BULL,SIEMENS.NS,6,6,0.1248181594634548,0.2744435787753625
2024-04-12,BULL,DLF.NS,7,8,0.09779910797547461,-0.09329425852477835
2024-04-12,BULL,BSE.NS,8,9,0.06183538031498759,0.0022241761074239825
2024-04-12,BULL,ADANIPORTS.NS,9,10,0.10998643440066093,-0.006723920881020582
2024-04-12,BULL,HINDCOPPER.NS,10,12,0.050731039280615654,0.05649888329658603
2024-05-15,SIDEWAYS,CUMMINSIND.NS,1,1,0.3333333333333333,0.03666212096348209
2024-05-15,SIDEWAYS,SIEMENS.NS,2,2,0.3333333333333333,0.09223674797930026
2024-05-15,SIDEWAYS,TRENT.NS,3,3,0.3333333333333333,0.15725528044035242
2024-06-14,BULL,OFSS.NS,1,1,0.08874648920814275,0.16432848409412792
2024-06-14,BULL,BAJAJ-AUTO.NS,2,2,0.15647794552139563,-0.026433509587819315
2024-06-14,BULL,TRENT.NS,3,3,0.11989551906893259,0.0745887390406259
2024-06-14,BULL,OIL.NS,4,4,0.07742149386182604,0.32439940112940624
2024-06-14,BULL,MOTHERSON.NS,5,5,0.10927215199920196,0.15004452470265273
2024-06-14,BULL,SIEMENS.NS,6,6,0.0822453820517058,-0.04328258449968403
2024-06-14,BULL,CUMMINSIND.NS,7,7,0.08784654281178077,0.009370811930343061
2024-06-14,BULL,ZYDUSLIFE.NS,8,9,0.11238552588035233,0.06582027888251996
2024-06-14,BULL,VOLTAS.NS,9,14,0.09378209267777814,0.017188149397348695
2024-06-14,BULL,VEDL.NS,10,15,0.071926856918884,0.01564969887187817
2024-07-16,BULL,OFSS.NS,1,1,0.09764373843318634,-0.019502641388806752
2024-07-16,BULL,OIL.NS,2,2,0.0781238436999521,0.09371553439214297
2024-07-16,BULL,TRENT.NS,3,3,0.12923185506515017,0.14941751287760008
2024-07-16,BULL,MOTHERSON.NS,4,4,0.11130373854834448,-0.0748950895120194
2024-07-16,BULL,CUMMINSIND.NS,5,5,0.0890229658407863,-0.024688058073142005
2024-07-16,BULL,BOSCHLTD.NS,6,6,0.14269457300707397,-0.08781941687480588
2024-07-16,BULL,ZYDUSLIFE.NS,7,7,0.11896575737422606,0.0028209987314151714
2024-07-16,BULL,NBCC.NS,8,8,0.06530747019584572,-0.016980957838675592
2024-07-16,BULL,SIEMENS.NS,9,9,0.0859041627646282,-0.03947692954918891
2024-07-16,BULL,INDUSTOWER.NS,10,10,0.08180189507080667,0.010166600995930032
2024-08-16,BULL,GLENMARK.NS,1,1,0.12084582141905068,0.11177205299347359
2024-08-16,BULL,COROMANDEL.NS,2,2,0.12270668191957934,-0.033055586560796546
2024-08-16,BULL,COLPAL.NS,3,3,0.166692073229654,0.0346372817416134
2024-08-16,BULL,M&M.NS,4,5,0.09610424387843201,-0.031238363204987962
2024-08-16,BULL,ZENTEC.NS,5,6,0.062093818018249834,0.006295553842015302
2024-08-16,BULL,OIL.NS,6,7,0.06354573815856346,-0.10237361991919325
2024-08-16,BULL,INDUSTOWER.NS,7,9,0.07592992247359505,0.039039399987935264
2024-08-16,BULL,AUROPHARMA.NS,8,10,0.12196428104926209,0.03875864548790853
2024-08-16,BULL,TRENT.NS,9,11,0.0873430094095502,0.12355358166348651
2024-08-16,BULL,CGPOWER.NS,10,13,0.08277441044406333,-0.0037472108449578805
2024-09-16,BULL,PGEL.NS,1,1,0.053615522991626155,-0.03975366606098096
2024-09-16,BULL,GLENMARK.NS,2,2,0.1495992625857766,0.020969348998232773
2024-09-16,BULL,LALPATHLAB.NS,3,3,0.1854418532636935,-0.005903756912771561
2024-09-16,BULL,SUZLON.NS,4,4,0.07989665005504605,-0.11593145506700808
2024-09-16,BULL,GRAVITA.NS,5,5,0.04410196256993994,-0.05048663039128953
2024-09-16,BULL,VEDL.NS,6,7,0.107328858437466,0.08852194996943363
2024-09-16,BULL,VOLTAS.NS,7,8,0.10147239137971371,-0.02011063736366281
2024-09-16,BULL,INDUSTOWER.NS,8,9,0.10443851302465627,-0.09635505261310062
2024-09-16,BULL,TRENT.NS,9,10,0.09082531673970917,0.06454098712347367
2024-09-16,BULL,HSCL.NS,10,13,0.08327966895237254,0.1105905848766846
2024-10-16,SIDEWAYS,PGEL.NS,1,1,0.32459186056574607,0.06133497563042467
2024-10-16,SIDEWAYS,GLENMARK.NS,2,2,0.33770406971712696,-0.14107210709214846
2024-10-16,SIDEWAYS,HSCL.NS,3,3,0.33770406971712696,-0.1953798384243819
2024-11-14,BEAR,PGEL.NS,1,1,0.5,0.5638051874054144
2024-11-14,BEAR,WOCKPHARMA.NS,2,2,0.5,0.26454703918862243
2024-12-17,SIDEWAYS,PGEL.NS,1,1,0.3333333333333333,-0.08696700446897376
2024-12-17,SIDEWAYS,WOCKPHARMA.NS,2,2,0.3333333333333333,-0.07878556396803749
2024-12-17,SIDEWAYS,COFORGE.NS,3,3,0.3333333333333333,-0.07342453786633185
2025-01-16,BEAR,BSE.NS,1,1,0.5,-0.12530997966959645
2025-01-16,BEAR,PGEL.NS,2,2,0.5,-0.19614990405695154
2025-02-13,BEAR,DIVISLAB.NS,1,1,0.5,-0.05850942555510541
2025-02-13,BEAR,BAJFINANCE.NS,2,2,0.5,0.018376943287298664
2025-03-18,BEAR,NAVINFLUOR.NS,1,1,0.5,0.030983064379846548
2025-03-18,BEAR,SRF.NS,2,2,0.5,-0.0007713339115418254
2025-04-22,SIDEWAYS,BAJFINANCE.NS,1,1,0.3333333333333333,-0.013777563106074362
2025-04-22,SIDEWAYS,NH.NS,2,2,0.3333333333333333,-0.06340356549605874
2025-04-22,SIDEWAYS,SRF.NS,3,3,0.3333333333333333,-0.03841785443467005
2025-05-22,SIDEWAYS,SOLARINDS.NS,1,1,0.3333333333333333,0.13046273406229147
2025-05-22,SIDEWAYS,BAJFINANCE.NS,2,2,0.3333333333333333,-0.0069817993232331715
2025-05-22,SIDEWAYS,MANAPPURAM.NS,3,3,0.3333333333333333,0.17996455430520553
2025-06-20,BULL,SOLARINDS.NS,1,1,0.08208460169493646,-0.12326775678308222
2025-06-20,BULL,MANAPPURAM.NS,2,2,0.08642840939307662,-0.006236512378195223
2025-06-20,BULL,MFSL.NS,3,3,0.1074241123848754,-0.03559875635660115
2025-06-20,BULL,BEL.NS,4,4,0.089961870095754,-0.0223306306487977
2025-06-20,BULL,SRF.NS,5,5,0.0865267706733436,0.03110120018978013
2025-06-20,BULL,LTF.NS,6,6,0.07569756262571674,0.10602421994017108
2025-06-20,BULL,BHARTIARTL.NS,7,7,0.11963890512655173,-0.007958213062333129
2025-06-20,BULL,BRITANNIA.NS,8,8,0.13951911197842595,0.014914219252665452
2025-06-20,BULL,KOTAKBANK.NS,9,9,0.1087897191653491,-0.002969470821709284
2025-06-20,BULL,DMART.NS,10,11,0.10392893686197038,-0.06632106273477023
2025-07-21,BULL,GODFRYPHLP.NS,1,1,0.06404043607153166,0.20191728138763532
2025-07-21,BULL,MFSL.NS,2,2,0.13253096012562682,0.06409588612661388
2025-07-21,BULL,LAURUSLABS.NS,3,3,0.10149306913928455,0.0541817955165349
2025-07-21,BULL,BEL.NS,4,6,0.09702226622072385,-0.07010195731087165
2025-07-21,BULL,LTF.NS,5,7,0.08746893028625793,0.02625526510673737
2025-07-21,BULL,RBLBANK.NS,6,9,0.06155488115392068,-0.01931002222892375
2025-07-21,BULL,HDFCBANK.NS,7,10,0.17240220863292083,-0.005675231261982215
2025-07-21,BULL,GLENMARK.NS,8,14,0.06846909047068521,-0.1213701408887422
2025-07-21,BULL,NAVINFLUOR.NS,9,15,0.10502621631480778,0.0062504795931632735
2025-07-21,BULL,TATASTEEL.NS,10,16,0.10999194158424068,-0.008747738112024226
2025-08-20,BULL,MFSL.NS,1,1,0.13295494539427596,-0.05182965784291005
2025-08-20,BULL,FORTIS.NS,2,2,0.11898174665780943,-0.01237398192163963
2025-08-20,BULL,GODFRYPHLP.NS,3,3,0.049662461282798755,-0.041021084428071286
2025-08-20,BULL,LTF.NS,4,6,0.09423985202472242,0.13733399910308308
2025-08-20,BULL,GVT&D.NS,5,7,0.06130567315416702,0.09974978031875148
2025-08-20,BULL,CUMMINSIND.NS,6,8,0.11799127122372986,0.06661511214744809
2025-08-20,BULL,BOSCHLTD.NS,7,9,0.0929131122222507,-0.0056309002128458446
2025-08-20,BULL,EICHERMOT.NS,8,10,0.17232888205055905,0.1724842105263158
2025-08-20,BULL,LAURUSLABS.NS,9,11,0.08984077978855372,0.061980406369605
2025-08-20,BULL,RBLBANK.NS,10,14,0.06978127620113313,0.057958847213491316
2025-09-19,BULL,LTF.NS,1,1,0.10764824985829913,0.08373172176561239
2025-09-19,BULL,GVT&D.NS,2,2,0.07649303962936865,-0.03755246692462122
2025-09-19,BULL,FORTIS.NS,3,3,0.12242957346810264,0.14889890493736946
2025-09-19,BULL,CUMMINSIND.NS,4,4,0.15482672114027737,-0.021483385376900643
2025-09-19,BULL,RBLBANK.NS,5,5,0.08403542960369258,0.1959704571825991
2025-09-19,BULL,HBLENGINE.NS,6,6,0.058532095258568104,0.13612851505700396
2025-09-19,BULL,TVSMOTOR.NS,7,7,0.11049510213634887,0.03452182979270746
2025-09-19,BULL,GMDCLTD.NS,8,8,0.043991087897503375,0.020026111161554283
2025-09-19,BULL,LAURUSLABS.NS,9,9,0.09856479049062467,-0.010797305179122805
2025-09-19,BULL,EICHERMOT.NS,10,10,0.14298391051721457,0.004453000645300078
2025-10-21,BULL,GVT&D.NS,1,1,0.07739107204725558,-0.02146212182580487
2025-10-21,BULL,FORTIS.NS,2,2,0.09947175042490904,-0.16312580424476464
2025-10-21,BULL,CUMMINSIND.NS,3,3,0.15206176575946886,0.08120621472822664
2025-10-21,BULL,RBLBANK.NS,4,4,0.07977535230668292,-0.03957887546224048
2025-10-21,BULL,LTF.NS,5,5,0.0957766682370982,0.07584204022692465
2025-10-21,BULL,HEROMOTOCO.NS,6,6,0.10132570612083765,0.061047840674844256
2025-10-21,BULL,MARUTI.NS,7,7,0.11437332495280435,-0.027555013417906782
2025-10-21,BULL,HBLENGINE.NS,8,8,0.05743679062801345,-0.06200107872007876
2025-10-21,BULL,BEL.NS,9,9,0.11883041072876295,-0.005231964494981754
2025-10-21,BULL,INDIANB.NS,10,10,0.10355715879416695,0.045338015984619506
2025-11-21,BULL,LAURUSLABS.NS,1,1,0.09478564482078226,0.08591654778922941
2025-11-21,BULL,MUTHOOTFIN.NS,2,2,0.08246463540269075,0.04046419194127049
2025-11-21,BULL,CUMMINSIND.NS,3,3,0.12015332500839287,0.04094158358747069
2025-11-21,BULL,LTF.NS,4,4,0.07582365539716567,0.04874470976530154
2025-11-21,BULL,INDIANB.NS,5,5,0.10961670957824178,-0.07701752313280386
2025-11-21,BULL,HEROMOTOCO.NS,6,6,0.11226614678578146,-0.05247889010614448
2025-11-21,BULL,MARUTI.NS,7,7,0.14923691268101824,0.04006046191400148
2025-11-21,BULL,CANBK.NS,8,8,0.10156531631493454,0.02907629894933117
2025-11-21,BULL,M&MFIN.NS,9,13,0.09118904228256734,0.14907284146592015
2025-11-21,BULL,NEULANDLAB.NS,10,14,0.0628986117284251,-0.0535122303892035
2025-12-22,BULL,LAURUSLABS.NS,1,1,0.09170188237048463,-0.0736970050825243
2025-12-22,BULL,MARUTI.NS,2,2,0.1565274635492963,-0.05479596372154483
2025-12-22,BULL,NATIONALUM.NS,3,3,0.0748627225348821,0.24326356832526863
2025-12-22,BULL,EICHERMOT.NS,4,4,0.13690576182329345,-0.022777617774120573
2025-12-22,BULL,CUMMINSIND.NS,5,6,0.11377589726775217,-0.11686976514980763
2025-12-22,BULL,LTF.NS,6,8,0.07104785606239745,-0.0745234411986575
2025-12-22,BULL,CANBK.NS,7,9,0.09767972942672508,0.0010604563617284696
2025-12-22,BULL,M&MFIN.NS,8,10,0.0690670877609988,-0.11523863879987839
2025-12-22,BULL,MUTHOOTFIN.NS,9,11,0.08154146165204706,0.028656493087534596
2025-12-22,BULL,HINDALCO.NS,10,12,0.10689013755212302,0.08434552711593901
2026-01-21,SIDEWAYS,NATIONALUM.NS,1,1,0.3221540802005781,-0.0463355165958389
2026-01-21,SIDEWAYS,VEDL.NS,2,2,0.33892295989971094,0.0065716177527661585
2026-01-21,SIDEWAYS,SBIN.NS,3,4,0.33892295989971094,0.1802290272840279
2026-02-20,SIDEWAYS,BHARATFORG.NS,1,1,0.3333333333333333,-0.04199999174557267
2026-02-20,SIDEWAYS,JKTYRE.NS,2,2,0.3333333333333333,-0.1851691952849518
2026-02-20,SIDEWAYS,ASHOKLEY.NS,3,3,0.3333333333333333,-0.18490647358845969
2026-03-24,BEAR,KIRLOSENG.NS,1,1,0.5,0.2965917559380693
2026-03-24,BEAR,GESHIP.NS,2,2,0.5,0.052121687989706844
2026-04-28,BEAR,KIRLOSENG.NS,1,1,0.5,0.05923867669383709
2026-04-28,BEAR,NATIONALUM.NS,2,2,0.5,-0.01625333878323587
2026-05-27,BEAR,HFCL.NS,1,1,0.5,0.2342005649928176
2026-05-27,BEAR,MCX.NS,2,2,0.5,-0.105466850982468
