Date,Close,Volume,Turnover
2015-01-01,398.2890625,1600962,637645654.078125
2015-01-02,399.12921142578125,2940075,1173469816.2826538
2015-01-05,403.090087890625,3195489,1288069941.8635254
2015-01-06,381.6853332519531,4099644,1564773986.35437
2015-01-07,371.8431396484375,3897160,1449132210.1123047
2015-01-08,377.8044738769531,2230629,842741615.7596741
2015-01-09,373.6835632324219,3253408,1215745094.0888672
2015-01-12,376.0841064453125,2215133,833076314.9625244
2015-01-13,373.6435852050781,2704625,1010565781.6352844
2015-01-14,359.2403564453125,3219677,1156637913.1187744
2015-01-15,370.40283203125,3922772,1453005858.2128906
2015-01-16,372.40325927734375,2823941,1051644832.4069214
2015-01-19,374.8438415527344,2075252,777895431.8699951
2015-01-20,375.283935546875,2179679,817998513.348877
2015-01-21,373.9236145019531,2388276,893032794.3482666
2015-01-22,370.40283203125,2225010,824150005.2978516
2015-01-23,380.9251403808594,5186767,1975769947.5978088
2015-01-27,380.445068359375,2537451,965360719.1535645
2015-01-28,376.8442687988281,3249161,1224427701.2546692
2015-01-29,373.0033874511719,2537868,946633360.9039307
2015-01-30,388.96697998046875,5540879,2155218971.0671997
2015-02-02,391.8876037597656,3099693,1214731262.1609192
2015-02-03,386.1263122558594,3050443,1177856306.3367004
2015-02-04,388.6468811035156,3018113,1172980204.2679749
2015-02-05,371.08294677734375,3620362,1343454599.3607178
2015-02-06,367.2420959472656,2228404,818363755.5772705
2015-02-09,351.3585510253906,2993059,1051636873.3735046
2015-02-10,348.71795654296875,4284955,1494240751.4785767
2015-02-11,356.6797180175781,1971834,703313195.0974731
2015-02-12,375.1238708496094,5531867,2075135362.065216
2015-02-13,370.682861328125,2768543,1026251440.9499512
2015-02-16,363.6012878417969,2271797,826028314.9151306
2015-02-18,366.76202392578125,2515158,922464438.5731201
2015-02-19,365.32171630859375,2245195,820218490.8474731
2015-02-20,366.24188232421875,2022798,740833347.081665
2015-02-23,359.0802917480469,2452366,880596298.7529907
2015-02-24,355.03936767578125,2521200,895125253.7841797
2015-02-25,358.2001037597656,1903136,681703512.6689453
2015-02-26,355.6395263671875,1988758,707280953.1789551
2015-02-27,369.1225280761719,2338428,863166455.0841064
2015-03-02,368.6824035644531,2262002,833960334.2276001
2015-03-03,382.6455993652344,4496801,1720681113.8711853
2015-03-04,372.20318603515625,3119239,1160990693.8051147
2015-03-05,382.5655212402344,3017582,1154422830.715149
2015-03-09,368.2423095703125,1675833,617112614.3741455
2015-03-10,357.96002197265625,1833974,656489373.3372803
2015-03-11,353.5590515136719,2212295,782176921.8684387
2015-03-12,391.6875305175781,9516667,3727559795.9881287
2015-03-13,379.48486328125,11204125,4251795843.811035
2015-03-16,376.0040588378906,3587401,1348877336.6791077
2015-03-17,374.52374267578125,2879453,1078423514.4190063
2015-03-18,377.0443115234375,2779654,1048052728.7033691
2015-03-19,366.0818786621094,2382149,872061581.1730652
2015-03-20,350.95849609375,2766414,970896497.0126953
2015-03-23,352.95892333984375,2592929,915197428.1366577
2015-03-24,350.95849609375,2523966,885807311.5517578
2015-03-25,349.59814453125,2123270,742291252.3388672
2015-03-26,340.91619873046875,3711846,1265428428.5928955
2015-03-27,337.8355407714844,2930256,989944620.3588867
2015-03-30,344.0368957519531,1670970,574875331.6946411
2015-03-31,339.7159423828125,2369292,804886264.5600586
2015-04-01,346.1174011230469,2406941,833084163.5765076
2015-04-06,344.7170715332031,1952546,673075939.1538696
2015-04-07,350.4383544921875,2670896,935984399.2597656
2015-04-08,349.5581359863281,2726234,952977275.3025513
2015-04-09,354.519287109375,2449437,868372659.0593262
2015-04-10,364.60150146484375,4287498,1563228208.3275146
2015-04-13,365.521728515625,1941404,709625345.8271484
2015-04-15,363.3612365722656,2468548,896974653.8179932
2015-04-16,357.3999328613281,2095178,748816476.5325317
2015-04-17,357.59991455078125,2059475,736468084.0194702
2015-04-20,343.19671630859375,2088842,716883715.2874756
2015-04-21,339.3958740234375,1992654,676298545.9562988
2015-04-22,340.1960754394531,2138939,727658653.4043884
2015-04-23,338.4356384277344,1759143,595356684.2906799
2015-04-24,335.55499267578125,1864516,625647652.723877
2015-04-27,323.67236328125,2060052,666781899.3222656
2015-04-28,325.1527404785156,3114934,1012829326.5097046
2015-04-29,323.8724060058594,1654998,536008184.19488525
2015-04-30,323.1522521972656,2747305,887797798.2228088
2015-05-04,331.39410400390625,2091838,693222779.7313232
2015-05-05,335.59503173828125,2788156,935691301.3112793
2015-05-06,313.2700500488281,3811851,1194138753.5486755
